,Player,Pos,Club,Birth Place,Birth Date,Age_x,MP,Min,Gls,Team,Age_y,Starts,90s,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xAG,npxG+xAG,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1
311,Krzysztof Piątek,FW,Salernitana,"Dzierżoniów, Poland",1995-07-01,27-142,2,28,0,Poland,26.0,0,0.3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09
312,Michał Skóraś,MF,Lech Poznań,"Jastrzębie Zdrój, Poland",2000-02-15,22-278,1,45,0,Poland,22.0,0,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
313,Łukasz Skorupski,GK,Bologna,"Zabrze, Poland",1991-05-05,31-199,0,0,0,Poland,31.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,Karol Świderski,FW,Charlotte,"Rawicz, Poland",1997-01-23,25-301,1,45,0,Poland,25.0,1,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,Wojciech Szczęsny,GK,Juventus,"Warsaw, Poland",1990-04-18,32-216,4,360,0,Poland,32.0,4,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,Damian Szymański,MF,AEK Athens,"Kraśnik, Poland",1995-06-16,27-157,1,29,0,Poland,26.0,0,0.3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,Sebastian Szymański,MF,Feyenoord,"Biała Podlaska, Poland",1999-05-10,23-194,2,134,0,Poland,23.0,2,1.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,Mateusz Wieteska,DF,Clermont Foot,"Warsaw, Poland",1997-02-11,25-282,0,0,0,Poland,25.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,Nicola Zalewski,MF,Roma,"Tivoli, Italy",2002-01-23,20-301,2,65,0,Poland,20.0,1,0.7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,Piotr Zieliński,"MF,FW",Napoli,"Ząbkowice Śląskie, Poland",1994-05-20,28-184,4,328,1,Poland,28.0,4,3.6,0,1,0,0,0,0,0.27,0.0,0.27,0.27,0.27,0.6,0.6,0.4,1.0,0.16,0.11,0.26,0.16,0.26
321,Szymon Żurkowski,MF,Fiorentina,"Tychy, Poland",1997-09-25,25-056,0,0,0,Poland,24.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,Song Bumkeun,GK,Jeonbuk,"Seongnam-si, Korea Republic",1997-10-15,25-036,0,0,0,Korea,24.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,Kwon Chang-hoon,"FW,MF",Sangju Sangmu,Korea Republic,1994-06-30,28-143,1,56,0,Korea,27.0,1,0.6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.29,0.29,0.0,0.29
324,Hong Chul,DF,Daegu,"Seongnam-si, Korea Republic",1990-09-17,32-064,1,45,0,Korea,31.0,0,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.13,0.13,0.0,0.13
325,Cho Guesung,FW,Jeonbuk,"Ansan-si, Korea Republic",1998-01-25,24-299,4,275,2,Korea,24.0,3,3.1,0,2,0,0,1,0,0.65,0.0,0.65,0.65,0.65,1.1,1.1,0.0,1.1,0.35,0.01,0.36,0.35,0.36
326,Hwang Hee-chan,"MF,FW",Wolves,"Chuncheon, Korea Republic",1996-01-26,26-298,2,115,1,Korea,26.0,1,1.3,0,1,0,0,1,0,0.78,0.0,0.78,0.78,0.78,0.9,0.9,0.0,1.0,0.72,0.03,0.75,0.72,0.75
327,Son Heung-min,"FW,MF",Tottenham,"Chuncheon, Korea Republic",1992-07-08,30-135,4,360,0,Korea,29.0,4,4.0,1,0,0,0,0,0,0.0,0.25,0.25,0.0,0.25,0.4,0.4,1.0,1.4,0.11,0.24,0.35,0.11,0.35
328,Cho Hyun-woo,GK,Ulsan Hyundai,"Seoul, Korea Republic",1991-09-25,31-056,0,0,0,Korea,30.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,Hwang In-beom,MF,Olympiacos,Korea Republic,1996-09-20,26-061,4,334,0,Korea,25.0,4,3.7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.06,0.02,0.08,0.06,0.08
330,Lee Jae-sung,"MF,FW",Mainz 05,Korea Republic,1992-08-10,30-102,3,211,0,Korea,29.0,3,2.3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03
331,Kim Jin-su,DF,Jeonbuk,"Jeonju, Korea Republic",1992-06-13,30-160,4,315,0,Korea,30.0,4,3.5,1,0,0,0,0,0,0.0,0.29,0.29,0.0,0.29,0.3,0.3,0.6,0.9,0.09,0.17,0.27,0.09,0.27
332,Yoon Jong-gyu,"DF,MF",FC Seoul,"Pohang-si, Korea Republic",1998-03-20,24-245,0,0,0,Korea,24.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,Son Jun-ho,"MF,DF",Shandong Lunen,"Yeongdeok-gun, Korea Republic",1992-05-12,30-192,3,72,0,Korea,30.0,0,0.8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,Lee Kangin,"MF,FW",Mallorca,Korea Republic,2001-02-19,21-274,4,147,0,Korea,21.0,1,1.6,1,0,0,0,1,0,0.0,0.61,0.61,0.0,0.61,0.2,0.2,0.3,0.4,0.09,0.17,0.27,0.09,0.27
335,Kwon Kyung-won,DF,Gamba Osaka,"Seoul, Korea Republic",1992-01-31,30-293,2,91,0,Korea,30.0,1,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
336,Kim Min-jae,DF,Napoli,"Tongyeong, Korea Republic",1996-11-15,26-005,3,269,0,Korea,25.0,3,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.0,0.03,0.03,0.03
337,Song Minkyu,"FW,MF",Jeonbuk,"Nonsan, Korea Republic",1999-09-12,23-069,0,0,0,Korea,22.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,Kim Moonhwan,DF,Jeonbuk,"Hwaseong-si, Korea Republic",1995-08-01,27-111,4,360,0,Korea,26.0,4,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.15,0.15,0.0,0.15
339,Na Sang-ho,FW,FC Seoul,"Damyang, Korea Republic",1996-08-12,26-100,2,119,0,Korea,25.0,1,1.3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.03,0.09,0.12,0.03,0.12
340,Kim Seung-gyu,GK,Al-Shabab,Korea Republic,1990-09-30,32-051,4,360,0,Korea,31.0,4,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,Paik Seung-ho,MF,Jeonbuk,"Seoul, Korea Republic",1997-03-17,25-248,1,26,1,Korea,25.0,0,0.3,0,1,0,0,0,0,3.46,0.0,3.46,3.46,3.46,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15
342,Kim Tae-hwan,"DF,MF",Ulsan Hyundai,"Gwangju, Korea Republic",1989-07-24,33-119,0,0,0,Korea,32.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,Hwang Ui-jo,"FW,MF",Olympiacos,"Seongnam-si, Korea Republic",1992-08-28,30-084,4,106,0,Korea,29.0,1,1.2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.4,0.0,0.4,0.4,0.4
344,Jeong Woo-yeong,MF,Freiburg,Korea Republic,1999-09-20,23-061,1,45,0,Korea,22.0,1,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06
345,Jung Woo-young,MF,Al Sadd SC,Korea Republic,1989-12-14,32-341,4,303,0,Korea,32.0,4,3.4,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.01,0.04,0.05,0.01,0.05
346,Kim Young-gwon,DF,Ulsan Hyundai,"Jeonju, Korea Republic",1990-02-27,32-266,4,350,1,Korea,32.0,4,3.9,0,1,0,0,1,0,0.26,0.0,0.26,0.26,0.26,0.8,0.8,0.2,0.9,0.19,0.05,0.24,0.19,0.24
347,Cho Yumin,FW,Daejeon Citizen FC,Korea Republic,1996-11-17,26-003,1,1,0,Korea,25.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,Karim Adeyemi,FW,Dortmund,"München, Germany",2002-01-18,20-306,0,0,0,Germany,20.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,Armel Bella Kotchap,DF,Southampton,"Paris, France",2001-12-11,20-344,0,0,0,Germany,20.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,Julian Brandt,"FW,MF",Dortmund,"Bremen, Germany",1996-05-02,26-202,0,0,0,Germany,26.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,Niclas Füllkrug,FW,Werder Bremen,"Hannover, Germany",1993-02-09,29-284,3,69,2,Germany,29.0,0,0.8,1,2,0,0,0,0,2.61,1.3,3.91,2.61,3.91,2.2,2.2,0.6,2.8,2.86,0.76,3.62,2.86,3.62
352,Matthias Ginter,DF,Freiburg,"Freiburg, Germany",1994-01-19,28-305,1,1,0,Germany,28.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,Serge Gnabry,"FW,MF",Bayern Munich,"Stuttgart, Germany",1995-07-14,27-129,3,263,1,Germany,26.0,3,2.9,1,1,0,0,0,0,0.34,0.34,0.68,0.34,0.68,1.1,1.1,1.5,2.6,0.37,0.51,0.88,0.37,0.88
354,Leon Goretzka,MF,Bayern Munich,"Bochum, Germany",1995-02-06,27-287,3,159,0,Germany,27.0,2,1.8,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.26,0.01,0.27,0.26,0.27
355,Mario Götze,MF,Eint Frankfurt,"Memmingen, Germany",1992-06-03,30-170,2,36,0,Germany,30.0,0,0.4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.21,0.29,0.5,0.21,0.5
356,İlkay Gündoğan,MF,Manchester City,"Gelsenkirchen, Germany",1990-10-24,32-027,3,189,1,Germany,31.0,3,2.1,0,0,1,1,0,0,0.48,0.0,0.48,0.0,0.0,1.1,0.4,0.1,0.5,0.54,0.05,0.6,0.17,0.22
357,Christian Günter,"DF,MF",Freiburg,"Villingen-Schwenningen, Germany",1993-02-28,29-265,0,0,0,Germany,29.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,Kai Havertz,FW,Chelsea,"Aachen, Germany",1999-06-11,23-162,2,102,2,Germany,23.0,1,1.1,0,2,0,0,0,0,1.76,0.0,1.76,1.76,1.76,1.4,1.4,0.2,1.6,1.19,0.17,1.36,1.19,1.36
359,Jonas Hofmann,FW,M'Gladbach,"Heidelberg, Germany",1992-07-14,30-129,2,30,0,Germany,29.0,0,0.3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.3,0.82,0.16,0.98,0.82,0.98
360,Thilo Kehrer,DF,West Ham,"Tübingen, Germany",1996-09-21,26-060,1,69,0,Germany,25.0,1,0.8,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,Joshua Kimmich,"MF,DF",Bayern Munich,"Rottweil, Germany",1995-02-08,27-285,3,270,0,Germany,27.0,3,3.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.1,1.5,0.12,0.37,0.49,0.12,0.49
362,Lukas Klostermann,DF,RB Leipzig,"Herdecke, Germany",1996-06-03,26-170,2,66,0,Germany,26.0,0,0.7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,Youssoufa Moukoko,FW,Dortmund,"Yaoundé, Cameroon",2004-11-20,18-000,1,1,0,Germany,17.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,Thomas Müller,"FW,MF",Bayern Munich,"Weilheim, Germany",1989-09-13,33-068,3,201,0,Germany,32.0,3,2.2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.9,0.14,0.28,0.42,0.14,0.42
365,Jamal Musiala,"MF,FW",Bayern Munich,"Stuttgart, Germany",2003-02-26,19-267,3,258,0,Germany,19.0,3,2.9,1,0,0,0,0,0,0.0,0.35,0.35,0.0,0.35,1.9,1.9,0.9,2.8,0.67,0.3,0.97,0.67,0.97
366,Manuel Neuer,GK,Bayern Munich,"Gelsenkirchen, Germany",1986-03-27,36-238,3,270,0,Germany,36.0,3,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,David Raum,DF,RB Leipzig,"Nürnberg, Germany",1998-04-22,24-212,3,242,0,Germany,24.0,3,2.7,1,0,0,0,0,0,0.0,0.37,0.37,0.0,0.37,0.0,0.0,0.6,0.6,0.0,0.22,0.22,0.0,0.22
368,Antonio Rüdiger,DF,Real Madrid,"Berlin, Germany",1993-03-03,29-262,3,270,0,Germany,29.0,3,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.8,0.25,0.0,0.25,0.25,0.25
369,Leroy Sané,"FW,DF",Bayern Munich,"Essen, Germany",1996-01-11,26-313,2,111,0,Germany,26.0,1,1.2,1,0,0,0,0,0,0.0,0.81,0.81,0.0,0.81,0.1,0.1,1.8,1.9,0.09,1.44,1.54,0.09,1.54
370,Nico Schlotterbeck,DF,Dortmund,"Waiblingen, Germany",1999-12-01,22-354,2,94,0,Germany,22.0,1,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.07,0.07,0.0,0.07
371,Niklas Süle,DF,Dortmund,"Frankfurt am Main, Germany",1995-09-03,27-078,3,269,0,Germany,26.0,3,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.04,0.0,0.04,0.04,0.04
372,Marc-André ter Stegen,GK,Barcelona,"Mönchengladbach, Germany",1992-04-30,30-204,0,0,0,Germany,30.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,Kevin Trapp,GK,Eint Frankfurt,"Merzig, Germany",1990-07-08,32-135,0,0,0,Germany,31.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,Robert Arboleda,DF,São Paulo,"Esmeraldas, Ecuador",1991-10-22,31-029,0,0,0,Ecuador,30.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,Xavier Arreaga,DF,Seattle,"Guayaquil, Ecuador",1994-09-28,28-053,0,0,0,Ecuador,27.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,Moisés Caicedo,MF,Brighton,"Santo Domingo de los Colorados, Ecuador",2001-11-02,21-018,3,269,1,Ecuador,20.0,3,3.0,0,1,0,0,1,0,0.33,0.0,0.33,0.33,0.33,0.5,0.5,0.0,0.5,0.17,0.0,0.17,0.17,0.17
377,José Cifuentes,MF,Los Angeles FC,"Esmeraldas, Ecuador",1999-03-12,23-253,2,59,0,Ecuador,23.0,0,0.7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
378,Alexander Domínguez,GK,LDU de Quito,"Esmeraldas, Ecuador",1987-06-05,35-168,0,0,0,Ecuador,35.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,Michael Estrada,FW,Cruz Azul,"Guayaquil, Ecuador",1996-04-07,26-227,3,225,0,Ecuador,26.0,3,2.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.13,0.01,0.13,0.13,0.13
380,Pervis Estupiñán,DF,Brighton,"Esmeraldas, Ecuador",1998-01-21,24-303,3,270,0,Ecuador,24.0,3,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.3,0.02,0.09,0.11,0.02,0.11
381,Alan Franco,MF,Talleres,"Alfredo Baquerizo Moreno, Ecuador",1998-08-21,24-091,2,46,0,Ecuador,23.0,1,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,Hernán Galíndez,GK,SD Aucas,"Rosario, Argentina",1987-03-30,35-235,3,270,0,Ecuador,35.0,3,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,Carlos Gruezo,MF,Augsburg,"Santo Domingo de los Colorados, Ecuador",1995-04-19,27-215,1,45,0,Ecuador,27.0,1,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,Piero Hincapié,DF,Leverkusen,"Esmeraldas, Ecuador",2002-01-09,20-315,3,270,0,Ecuador,20.0,3,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,Romario Ibarra,MF,Pachuca,"Atuntaqui, Ecuador",1994-09-24,28-057,2,68,0,Ecuador,27.0,1,0.8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.19,0.0,0.19,0.19,0.19
386,Ángel Mena,"FW,MF",León,"Guayaquil, Ecuador",1988-01-21,34-303,0,0,0,Ecuador,34.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,Jhegson Méndez,MF,Los Angeles FC,"Mira, Ecuador",1997-04-26,25-208,2,180,0,Ecuador,25.0,2,2.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.07,0.07,0.0,0.07
388,William Pacho,DF,Antwerp,"Rosa Zarate, Ecuador",2001-10-16,21-035,0,0,0,Ecuador,20.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,Diego Palacios,DF,Los Angeles FC,"Guayaquil, Ecuador",1999-07-12,23-131,0,0,0,Ecuador,22.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,Gonzalo Plata,"MF,FW",Valladolid,"Guayaquil, Ecuador",2000-11-01,22-019,3,269,0,Ecuador,21.0,3,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.05,0.06,0.11,0.05,0.11
391,Jackson Porozo,DF,Troyes,"San Lorenzo, Ecuador",2000-08-04,22-108,2,96,0,Ecuador,21.0,1,1.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.05,0.0,0.05,0.05,0.05
392,Ángelo Preciado,DF,Genk,"Shushufindi, Ecuador",1998-02-18,24-275,3,264,0,Ecuador,24.0,3,2.9,1,0,0,0,0,0,0.0,0.34,0.34,0.0,0.34,0.1,0.1,0.4,0.5,0.02,0.14,0.17,0.02,0.17
393,Ayrton Preciado,MF,Santos,"Esmeraldas, Ecuador",1994-07-17,28-126,0,0,0,Ecuador,27.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,Moisés Ramírez,GK,Independiente,"Guayaquil, Ecuador",2000-09-09,22-072,0,0,0,Ecuador,21.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,Djorkaeff Reasco,FW,Newell's OB,"Quito, Ecuador",1999-01-18,23-306,1,27,0,Ecuador,23.0,0,0.3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,Jeremy Sarmiento,"MF,FW",Brighton,"Madrid, Spain",2002-06-16,20-157,3,85,0,Ecuador,19.0,0,0.9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.07,0.09,0.15,0.07,0.15
397,Félix Torres Caicedo,DF,Santos,"San Lorenzo, Ecuador",1997-01-11,25-313,3,270,0,Ecuador,25.0,3,3.0,1,0,0,0,0,0,0.0,0.33,0.33,0.0,0.33,0.1,0.1,0.4,0.6,0.04,0.15,0.19,0.04,0.19
398,Enner Valencia,"FW,MF",Fenerbahçe,"San Lorenzo, Ecuador",1989-11-04,33-016,3,255,3,Ecuador,32.0,3,2.8,0,2,1,1,0,0,1.06,0.0,1.06,0.71,0.71,2.3,1.5,0.3,1.8,0.8,0.1,0.9,0.52,0.62
399,Vincent Aboubakar,FW,Al-Nassr,"Yaoundé, Cameroon",1992-01-22,30-302,3,142,2,Cameroon,30.0,1,1.6,1,2,0,0,2,1,1.27,0.63,1.9,1.27,1.9,0.6,0.6,0.6,1.2,0.37,0.39,0.76,0.37,0.76
400,Christian Bassogog,MF,Shanghai Shen,"Douala, Cameroon",1995-10-18,27-033,1,24,0,Cameroon,26.0,0,0.3,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,Jean-Charles Castelletto,DF,Nantes,"Clamart, France",1995-01-26,27-298,2,180,1,Cameroon,27.0,2,2.0,1,1,0,0,0,0,0.5,0.5,1.0,0.5,1.0,0.9,0.9,0.3,1.2,0.47,0.15,0.62,0.47,0.62
402,Enzo Ebosse,DF,Udinese,"Amiens, France",1999-03-11,23-254,1,90,0,Cameroon,23.0,1,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,Devis Epassy,GK,Abha,"Soisy-sous-Montmorency, France",1993-02-02,29-291,2,180,0,Cameroon,29.0,2,2.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,Collins Fai,DF,Al-Ta'ee,"Bamenda, Cameroon",1992-08-13,30-099,3,270,0,Cameroon,29.0,3,3.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02
405,Martin Hongla,MF,Hellas Verona,"Yaoundé, Cameroon",1998-03-16,24-249,2,121,0,Cameroon,24.0,2,1.3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.04,0.05,0.09,0.04,0.09
406,Pierre Kunde,MF,Olympiacos,"Limbe, Cameroon",1995-07-26,27-117,2,131,0,Cameroon,26.0,2,1.5,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.15,0.05,0.2,0.15,0.2
407,Eric Maxim Choupo-Moting,"FW,MF",Bayern Munich,"Hamburg, Germany",1989-03-23,33-242,3,253,1,Cameroon,33.0,3,2.8,0,1,0,0,0,0,0.36,0.0,0.36,0.36,0.36,0.8,0.8,0.0,0.9,0.29,0.02,0.31,0.29,0.31
408,Olivier Mbaizo,DF,Philadelphia,"Douala, Cameroon",1997-08-15,25-097,0,0,0,Cameroon,24.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,Bryan Mbeumo,"FW,MF",Brentford,"Avallon, France",1999-08-07,23-105,3,233,0,Cameroon,22.0,3,2.6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,0.08,0.11,0.19,0.08,0.19
410,Georges-Kévin N'Koudou,"FW,MF",Beşiktaş,"Versailles, France",1995-02-13,27-280,2,27,0,Cameroon,27.0,0,0.3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13
411,Moumi Ngamaleu,"FW,MF",Dynamo Mosc,"Yaoundé, Cameroon",1994-07-09,28-134,2,95,0,Cameroon,27.0,1,1.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.15,0.15,0.0,0.15
412,Simon Ngapandouetnbu,GK,Marseille,"Foumban, Cameroon",2003-04-12,19-222,0,0,0,Cameroon,19.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
